Word,Occurrence,% Frequency 
retire,22,0.0039111041580370525
active,22,0.0039111041580370525
obtain,22,0.0039111041580370525
accounts,22,0.0039111041580370525
consent,22,0.0039111041580370525
famous,22,0.0039111041580370525
alexanders,22,0.0039111041580370525
wonderful,22,0.0039111041580370525
features,22,0.0039111041580370525
beausset,21,0.0037333266963080957
michaud,21,0.0037333266963080957
bench,21,0.0037333266963080957
rostopchins,21,0.0037333266963080957
occurs,21,0.0037333266963080957
niemen,21,0.0037333266963080957
fence,21,0.0037333266963080957
nephew,21,0.0037333266963080957
aims,21,0.0037333266963080957
sees,21,0.0037333266963080957
lempereur,21,0.0037333266963080957
considerations,21,0.0037333266963080957
arrangements,21,0.0037333266963080957
strangely,21,0.0037333266963080957
overcoat,21,0.0037333266963080957
avoided,21,0.0037333266963080957
speed,21,0.0037333266963080957
bushes,21,0.0037333266963080957
ancient,21,0.0037333266963080957
1,21,0.0037333266963080957
bagrations,21,0.0037333266963080957
musketry,21,0.0037333266963080957
transport,21,0.0037333266963080957
losses,21,0.0037333266963080957
torn,21,0.0037333266963080957
muskets,21,0.0037333266963080957
cloud,21,0.0037333266963080957
calmly,21,0.0037333266963080957
review,21,0.0037333266963080957
attracted,21,0.0037333266963080957
seconds,21,0.0037333266963080957
comrade,21,0.0037333266963080957
trot,21,0.0037333266963080957
arose,21,0.0037333266963080957
useful,21,0.0037333266963080957
inside,21,0.0037333266963080957
shade,21,0.0037333266963080957
temper,21,0.0037333266963080957
equally,21,0.0037333266963080957
killing,21,0.0037333266963080957
examining,21,0.0037333266963080957
simplicity,21,0.0037333266963080957
rarely,21,0.0037333266963080957
gaze,21,0.0037333266963080957
hidden,21,0.0037333266963080957
respectful,21,0.0037333266963080957
referred,21,0.0037333266963080957
domestic,21,0.0037333266963080957
frown,21,0.0037333266963080957
greatly,21,0.0037333266963080957
band,21,0.0037333266963080957
glances,21,0.0037333266963080957
obvious,21,0.0037333266963080957
precious,21,0.0037333266963080957
xvi,21,0.0037333266963080957
absolutely,21,0.0037333266963080957
hastened,21,0.0037333266963080957
rang,21,0.0037333266963080957
cadet,21,0.0037333266963080957
verses,21,0.0037333266963080957
sooner,21,0.0037333266963080957
hearts,21,0.0037333266963080957
amusing,21,0.0037333266963080957
foreign,21,0.0037333266963080957
succeeded,21,0.0037333266963080957
x,21,0.0037333266963080957
strongly,21,0.0037333266963080957
theyll,21,0.0037333266963080957
directions,21,0.0037333266963080957
possessed,21,0.0037333266963080957
elbows,21,0.0037333266963080957
leaves,21,0.0037333266963080957
womans,21,0.0037333266963080957
superior,21,0.0037333266963080957
greatness,21,0.0037333266963080957
remains,21,0.0037333266963080957
rapturous,21,0.0037333266963080957
unfortunate,21,0.0037333266963080957
george,21,0.0037333266963080957
sisters,21,0.0037333266963080957
louis,21,0.0037333266963080957
iii,21,0.0037333266963080957
samovar,21,0.0037333266963080957
alike,21,0.0037333266963080957
devoted,21,0.0037333266963080957
information,21,0.0037333266963080957
lack,21,0.0037333266963080957
indifferent,21,0.0037333266963080957
mankind,21,0.0037333266963080957
burn,21,0.0037333266963080957
irony,21,0.0037333266963080957
beneath,21,0.0037333266963080957
arrive,21,0.0037333266963080957
fleches,20,0.003555549234579138
vyazma,20,0.003555549234579138
kings,20,0.003555549234579138
hive,20,0.003555549234579138
balaga,20,0.003555549234579138
numbers,20,0.003555549234579138
debts,20,0.003555549234579138
drops,20,0.003555549234579138
militiamen,20,0.003555549234579138
churches,20,0.003555549234579138
harmful,20,0.003555549234579138
wouldnt,20,0.003555549234579138
cries,20,0.003555549234579138
thereby,20,0.003555549234579138
proclamation,20,0.003555549234579138
bought,20,0.003555549234579138
bodies,20,0.003555549234579138
mild,20,0.003555549234579138
enemies,20,0.003555549234579138
theater,20,0.003555549234579138
nights,20,0.003555549234579138
inevitably,20,0.003555549234579138
yards,20,0.003555549234579138
roar,20,0.003555549234579138
heights,20,0.003555549234579138
scoundrel,20,0.003555549234579138
lot,20,0.003555549234579138
ear,20,0.003555549234579138
dragging,20,0.003555549234579138
encounter,20,0.003555549234579138
worst,20,0.003555549234579138
aid,20,0.003555549234579138
win,20,0.003555549234579138
smart,20,0.003555549234579138
coach,20,0.003555549234579138
tranquil,20,0.003555549234579138
european,20,0.003555549234579138
attacking,20,0.003555549234579138
sleeping,20,0.003555549234579138
eternal,20,0.003555549234579138
problem,20,0.003555549234579138
leather,20,0.003555549234579138
vice,20,0.003555549234579138
yellow,20,0.003555549234579138
pillow,20,0.003555549234579138
risen,20,0.003555549234579138
pieces,20,0.003555549234579138
maneuvers,20,0.003555549234579138
pose,20,0.003555549234579138
resolution,20,0.003555549234579138
thrust,20,0.003555549234579138
nowhere,20,0.003555549234579138
exchanged,20,0.003555549234579138
occupation,20,0.003555549234579138
inquiry,20,0.003555549234579138
coldly,20,0.003555549234579138
upset,20,0.003555549234579138
pair,20,0.003555549234579138
xiv,20,0.003555549234579138
sixteen,20,0.003555549234579138
examined,20,0.003555549234579138
pavlograd,20,0.003555549234579138
control,20,0.003555549234579138
failed,20,0.003555549234579138
ivanovna,20,0.003555549234579138
conversations,20,0.003555549234579138
forgot,20,0.003555549234579138
seize,20,0.003555549234579138
respected,20,0.003555549234579138
glasses,20,0.003555549234579138
qualities,20,0.003555549234579138
gossip,20,0.003555549234579138
goal,20,0.003555549234579138
gently,20,0.003555549234579138
shawl,20,0.003555549234579138
signs,20,0.003555549234579138
reward,20,0.003555549234579138
drop,20,0.003555549234579138
accomplished,20,0.003555549234579138
affectionate,20,0.003555549234579138
merrily,20,0.003555549234579138
altered,20,0.003555549234579138
search,20,0.003555549234579138
revealed,20,0.003555549234579138
education,20,0.003555549234579138
grain,19,0.0033777717728501813
makar,19,0.0033777717728501813
june,19,0.0033777717728501813
source,19,0.0033777717728501813
depths,19,0.0033777717728501813
weaker,19,0.0033777717728501813
district,19,0.0033777717728501813
flames,19,0.0033777717728501813
vive,19,0.0033777717728501813
presents,19,0.0033777717728501813
miloradovich,19,0.0033777717728501813
drubetskoy,19,0.0033777717728501813
fog,19,0.0033777717728501813
sea,19,0.0033777717728501813
station,19,0.0033777717728501813
armed,19,0.0033777717728501813
ventured,19,0.0033777717728501813
musket,19,0.0033777717728501813
stage,19,0.0033777717728501813
unite,19,0.0033777717728501813
vehicles,19,0.0033777717728501813
arrested,19,0.0033777717728501813
quarter,19,0.0033777717728501813
attain,19,0.0033777717728501813
hostile,19,0.0033777717728501813
dense,19,0.0033777717728501813
confirmed,19,0.0033777717728501813
missed,19,0.0033777717728501813
eating,19,0.0033777717728501813
poland,19,0.0033777717728501813
stomach,19,0.0033777717728501813
brave,19,0.0033777717728501813
miss,19,0.0033777717728501813
shout,19,0.0033777717728501813
mack,19,0.0033777717728501813
rapidity,19,0.0033777717728501813
traveling,19,0.0033777717728501813
austrians,19,0.0033777717728501813
incessantly,19,0.0033777717728501813
deprived,19,0.0033777717728501813
sharply,19,0.0033777717728501813
summoned,19,0.0033777717728501813
turns,19,0.0033777717728501813
obliged,19,0.0033777717728501813
judging,19,0.0033777717728501813
preparations,19,0.0033777717728501813
top,19,0.0033777717728501813
request,19,0.0033777717728501813
ice,19,0.0033777717728501813
audible,19,0.0033777717728501813
discussed,19,0.0033777717728501813
sole,19,0.0033777717728501813
increasing,19,0.0033777717728501813
somebody,19,0.0033777717728501813
foe,19,0.0033777717728501813
physically,19,0.0033777717728501813
arranging,19,0.0033777717728501813
princesses,19,0.0033777717728501813
sin,19,0.0033777717728501813
wonder,19,0.0033777717728501813
significant,19,0.0033777717728501813
differently,19,0.0033777717728501813
bezukhovs,19,0.0033777717728501813
dawn,19,0.0033777717728501813
sharp,19,0.0033777717728501813
passionately,19,0.0033777717728501813
degree,19,0.0033777717728501813
patience,19,0.0033777717728501813
regret,19,0.0033777717728501813
decide,19,0.0033777717728501813
thinks,19,0.0033777717728501813
resting,19,0.0033777717728501813
endure,19,0.0033777717728501813
sovereigns,19,0.0033777717728501813
hurrying,19,0.0033777717728501813
sleeve,19,0.0033777717728501813
beaming,19,0.0033777717728501813
severely,19,0.0033777717728501813
minded,19,0.0033777717728501813
silk,19,0.0033777717728501813
perished,19,0.0033777717728501813
rid,19,0.0033777717728501813
hostess,19,0.0033777717728501813
attractive,19,0.0033777717728501813
bolkonskis,19,0.0033777717728501813
sincere,19,0.0033777717728501813
correct,19,0.0033777717728501813
indifference,19,0.0033777717728501813
affected,19,0.0033777717728501813
breeches,19,0.0033777717728501813
follows,19,0.0033777717728501813
piti,18,0.0031999943111212245
dimmler,18,0.0031999943111212245
moves,18,0.0031999943111212245
ilagin,18,0.0031999943111212245
animals,18,0.0031999943111212245
fox,18,0.0031999943111212245
contradiction,18,0.0031999943111212245
petyas,18,0.0031999943111212245
speranskis,18,0.0031999943111212245
freemasonry,18,0.0031999943111212245
exists,18,0.0031999943111212245
masonic,18,0.0031999943111212245
readiness,18,0.0031999943111212245
heroes,18,0.0031999943111212245
voronezh,18,0.0031999943111212245
pond,18,0.0031999943111212245
roads,18,0.0031999943111212245
longed,18,0.0031999943111212245
submit,18,0.0031999943111212245
raise,18,0.0031999943111212245
betrothed,18,0.0031999943111212245
campfire,18,0.0031999943111212245
birch,18,0.0031999943111212245
extended,18,0.0031999943111212245
hoping,18,0.0031999943111212245
arent,18,0.0031999943111212245
concealed,18,0.0031999943111212245
saving,18,0.0031999943111212245
questioned,18,0.0031999943111212245
kiev,18,0.0031999943111212245
mob,18,0.0031999943111212245
november,18,0.0031999943111212245
provinces,18,0.0031999943111212245
devised,18,0.0031999943111212245
driver,18,0.0031999943111212245
supplies,18,0.0031999943111212245
conflict,18,0.0031999943111212245
roof,18,0.0031999943111212245
detail,18,0.0031999943111212245
reins,18,0.0031999943111212245
honored,18,0.0031999943111212245
unconscious,18,0.0031999943111212245
collected,18,0.0031999943111212245
courtiers,18,0.0031999943111212245
dozen,18,0.0031999943111212245
settle,18,0.0031999943111212245
independent,18,0.0031999943111212245
atmosphere,18,0.0031999943111212245
rumors,18,0.0031999943111212245
bezukhova,18,0.0031999943111212245
dim,18,0.0031999943111212245
province,18,0.0031999943111212245
working,18,0.0031999943111212245
hoarse,18,0.0031999943111212245
lasted,18,0.0031999943111212245
weight,18,0.0031999943111212245
divided,18,0.0031999943111212245
whispering,18,0.0031999943111212245
knocked,18,0.0031999943111212245
woke,18,0.0031999943111212245
cunning,18,0.0031999943111212245
race,18,0.0031999943111212245
perfect,18,0.0031999943111212245
et,18,0.0031999943111212245
supposing,18,0.0031999943111212245
glow,18,0.0031999943111212245
difficulties,18,0.0031999943111212245
threatening,18,0.0031999943111212245
uneasily,18,0.0031999943111212245
rolling,18,0.0031999943111212245
card,18,0.0031999943111212245
guessed,18,0.0031999943111212245
situation,18,0.0031999943111212245
sincerely,18,0.0031999943111212245
mistaken,18,0.0031999943111212245
mentally,18,0.0031999943111212245
length,18,0.0031999943111212245
affection,18,0.0031999943111212245
practical,18,0.0031999943111212245
porter,18,0.0031999943111212245
depends,18,0.0031999943111212245
grant,18,0.0031999943111212245
xii,18,0.0031999943111212245
severe,18,0.0031999943111212245
xi,18,0.0031999943111212245
fortune,18,0.0031999943111212245
modern,18,0.0031999943111212245
grateful,18,0.0031999943111212245
capacity,18,0.0031999943111212245
capable,18,0.0031999943111212245
member,18,0.0031999943111212245
heels,18,0.0031999943111212245
meaningless,18,0.0031999943111212245
acquainted,18,0.0031999943111212245
sending,18,0.0031999943111212245
task,18,0.0031999943111212245
au,18,0.0031999943111212245
conscience,18,0.0031999943111212245
appointment,18,0.0031999943111212245
culture,18,0.0031999943111212245
alliance,18,0.0031999943111212245
inquiring,18,0.0031999943111212245
enjoyed,18,0.0031999943111212245
audience,18,0.0031999943111212245
exposed,18,0.0031999943111212245
fashion,18,0.0031999943111212245
bosom,18,0.0031999943111212245
xv,18,0.0031999943111212245
hatred,18,0.0031999943111212245
obviously,18,0.0031999943111212245
spreading,18,0.0031999943111212245
upper,18,0.0031999943111212245
observed,18,0.0031999943111212245
greeting,18,0.0031999943111212245
current,18,0.0031999943111212245
coarse,18,0.0031999943111212245
habitual,18,0.0031999943111212245
abbe,18,0.0031999943111212245
monarch,18,0.0031999943111212245
dispatch,18,0.0031999943111212245
stars,18,0.0031999943111212245
heavens,18,0.0031999943111212245
defend,18,0.0031999943111212245
rulers,17,0.0030222168493922678
morel,17,0.0030222168493922678
berezina,17,0.0030222168493922678
tolly,17,0.0030222168493922678
individuals,17,0.0030222168493922678
tranquillity,17,0.0030222168493922678
borzoi,17,0.0030222168493922678
gentry,17,0.0030222168493922678
defined,17,0.0030222168493922678
hunger,17,0.0030222168493922678
consequently,17,0.0030222168493922678
lesser,17,0.0030222168493922678
labor,17,0.0030222168493922678
visited,17,0.0030222168493922678
pratzen,17,0.0030222168493922678
packed,17,0.0030222168493922678
produce,17,0.0030222168493922678
vague,17,0.0030222168493922678
loose,17,0.0030222168493922678
row,17,0.0030222168493922678
attained,17,0.0030222168493922678
instance,17,0.0030222168493922678
remembering,17,0.0030222168493922678
possession,17,0.0030222168493922678
standard,17,0.0030222168493922678
retreated,17,0.0030222168493922678
secondly,17,0.0030222168493922678
tushins,17,0.0030222168493922678
proposal,17,0.0030222168493922678
beating,17,0.0030222168493922678
awoke,17,0.0030222168493922678
discipline,17,0.0030222168493922678
passion,17,0.0030222168493922678
les,17,0.0030222168493922678
triumph,17,0.0030222168493922678
dined,17,0.0030222168493922678
answers,17,0.0030222168493922678
shops,17,0.0030222168493922678
recalling,17,0.0030222168493922678
attendance,17,0.0030222168493922678
hospitals,17,0.0030222168493922678
muddy,17,0.0030222168493922678
punish,17,0.0030222168493922678
learn,17,0.0030222168493922678
wagon,17,0.0030222168493922678
material,17,0.0030222168493922678
curtain,17,0.0030222168493922678
list,17,0.0030222168493922678
describe,17,0.0030222168493922678
double,17,0.0030222168493922678
schon,17,0.0030222168493922678
bandaged,17,0.0030222168493922678
depended,17,0.0030222168493922678
halt,17,0.0030222168493922678
youd,17,0.0030222168493922678
resolutely,17,0.0030222168493922678
parade,17,0.0030222168493922678
awake,17,0.0030222168493922678
wake,17,0.0030222168493922678
cover,17,0.0030222168493922678
cloth,17,0.0030222168493922678
ridicule,17,0.0030222168493922678
habits,17,0.0030222168493922678
characteristic,17,0.0030222168493922678
frontier,17,0.0030222168493922678
reflection,17,0.0030222168493922678
weve,17,0.0030222168493922678
fortnight,17,0.0030222168493922678
priests,17,0.0030222168493922678
je,17,0.0030222168493922678
suvorov,17,0.0030222168493922678
empire,17,0.0030222168493922678
stuck,17,0.0030222168493922678
sallow,17,0.0030222168493922678
weeping,17,0.0030222168493922678
companions,17,0.0030222168493922678
uttering,17,0.0030222168493922678
downstairs,17,0.0030222168493922678
courtyard,17,0.0030222168493922678
rush,17,0.0030222168493922678
nursery,17,0.0030222168493922678
muttering,17,0.0030222168493922678
vexed,17,0.0030222168493922678
aged,17,0.0030222168493922678
joining,17,0.0030222168493922678
reputation,17,0.0030222168493922678
tables,17,0.0030222168493922678
manage,17,0.0030222168493922678
mad,17,0.0030222168493922678
crowding,17,0.0030222168493922678
finishing,17,0.0030222168493922678
drinking,17,0.0030222168493922678
ix,17,0.0030222168493922678
highly,17,0.0030222168493922678
vanity,17,0.0030222168493922678
viii,17,0.0030222168493922678
embarrassment,17,0.0030222168493922678
waking,17,0.0030222168493922678
vii,17,0.0030222168493922678
stared,17,0.0030222168493922678
thanked,17,0.0030222168493922678
vi,17,0.0030222168493922678
contemptuously,17,0.0030222168493922678
desperate,17,0.0030222168493922678
terms,17,0.0030222168493922678
minds,17,0.0030222168493922678
career,17,0.0030222168493922678
reluctantly,17,0.0030222168493922678
enchanting,17,0.0030222168493922678
iv,17,0.0030222168493922678
astonished,17,0.0030222168493922678
choice,17,0.0030222168493922678
cares,17,0.0030222168493922678
wretched,17,0.0030222168493922678
specially,17,0.0030222168493922678
constant,17,0.0030222168493922678
ribbon,17,0.0030222168493922678
introduced,17,0.0030222168493922678
ii,17,0.0030222168493922678
difference,17,0.0030222168493922678
fulfill,17,0.0030222168493922678
exception,17,0.0030222168493922678
ramballe,16,0.002844439387663311
semenovsk,16,0.002844439387663311
kolocha,16,0.002844439387663311
histories,16,0.002844439387663311
ancients,16,0.002844439387663311
hendrikhovna,16,0.002844439387663311
historian,16,0.002844439387663311
patriotic,16,0.002844439387663311
barn,16,0.002844439387663311
karay,16,0.002844439387663311
pictures,16,0.002844439387663311
1809,16,0.002844439387663311
punished,16,0.002844439387663311
tilsit,16,0.002844439387663311
branches,16,0.002844439387663311
pelageya,16,0.002844439387663311
complex,16,0.002844439387663311
content,16,0.002844439387663311
brotherhood,16,0.002844439387663311
indefinite,16,0.002844439387663311
solitude,16,0.002844439387663311
glittered,16,0.002844439387663311
independently,16,0.002844439387663311
committee,16,0.002844439387663311
replies,16,0.002844439387663311
buy,16,0.002844439387663311
serf,16,0.002844439387663311
beloved,16,0.002844439387663311
refusal,16,0.002844439387663311
amazed,16,0.002844439387663311
oneself,16,0.002844439387663311
dissatisfaction,16,0.002844439387663311
moon,16,0.002844439387663311
map,16,0.002844439387663311
represented,16,0.002844439387663311
acting,16,0.002844439387663311
schoss,16,0.002844439387663311
horrified,16,0.002844439387663311
careful,16,0.002844439387663311
guided,16,0.002844439387663311
reasoning,16,0.002844439387663311
readily,16,0.002844439387663311
embarrassed,16,0.002844439387663311
occupy,16,0.002844439387663311
impending,16,0.002844439387663311
softened,16,0.002844439387663311
znaim,16,0.002844439387663311
imagining,16,0.002844439387663311
que,16,0.002844439387663311
pursued,16,0.002844439387663311
sinking,16,0.002844439387663311
whistle,16,0.002844439387663311
sunshine,16,0.002844439387663311
inn,16,0.002844439387663311
avoiding,16,0.002844439387663311
quicker,16,0.002844439387663311
regardless,16,0.002844439387663311
quartermaster,16,0.002844439387663311
vaska,16,0.002844439387663311
kozlovski,16,0.002844439387663311
required,16,0.002844439387663311
flourishing,16,0.002844439387663311
bands,16,0.002844439387663311
moist,16,0.002844439387663311
namely,16,0.002844439387663311
demands,16,0.002844439387663311
arriving,16,0.002844439387663311
temples,16,0.002844439387663311
displeased,16,0.002844439387663311
powder,16,0.002844439387663311
unusual,16,0.002844439387663311
merit,16,0.002844439387663311
flesh,16,0.002844439387663311
poetic,16,0.002844439387663311
nowadays,16,0.002844439387663311
angel,16,0.002844439387663311
destroying,16,0.002844439387663311
united,16,0.002844439387663311
scattered,16,0.002844439387663311
architect,16,0.002844439387663311
closing,16,0.002844439387663311
decisive,16,0.002844439387663311
quilt,16,0.002844439387663311
dimly,16,0.002844439387663311
covering,16,0.002844439387663311
aides,16,0.002844439387663311
sob,16,0.002844439387663311
spare,16,0.002844439387663311
occasion,16,0.002844439387663311
absolute,16,0.002844439387663311
kinds,16,0.002844439387663311
rough,16,0.002844439387663311
frequently,16,0.002844439387663311
prominent,16,0.002844439387663311
wrinkled,16,0.002844439387663311
anybody,16,0.002844439387663311
support,16,0.002844439387663311
gets,16,0.002844439387663311
asks,16,0.002844439387663311
traitor,16,0.002844439387663311
refrain,16,0.002844439387663311
thoughtful,16,0.002844439387663311
searching,16,0.002844439387663311
est,16,0.002844439387663311
attentive,16,0.002844439387663311
tenderly,16,0.002844439387663311
sadly,16,0.002844439387663311
defense,16,0.002844439387663311
roused,16,0.002844439387663311
xiii,16,0.002844439387663311
involuntary,16,0.002844439387663311
behaved,16,0.002844439387663311
bass,16,0.002844439387663311
shaven,16,0.002844439387663311
sufficient,16,0.002844439387663311
smiles,16,0.002844439387663311
drunken,16,0.002844439387663311
heres,16,0.002844439387663311
stairs,16,0.002844439387663311
funny,16,0.002844439387663311
quivering,16,0.002844439387663311
nervous,16,0.002844439387663311
briskly,16,0.002844439387663311
likely,16,0.002844439387663311
sleepy,16,0.002844439387663311
replaced,16,0.002844439387663311
innocent,16,0.002844439387663311
fearing,16,0.002844439387663311
execution,16,0.002844439387663311
employed,16,0.002844439387663311
moreover,16,0.002844439387663311
larger,16,0.002844439387663311
rights,16,0.002844439387663311
color,16,0.002844439387663311
hate,16,0.002844439387663311
puckered,16,0.002844439387663311
adopted,16,0.002844439387663311
rustle,16,0.002844439387663311
subtle,16,0.002844439387663311
attended,16,0.002844439387663311
behave,16,0.002844439387663311
committed,16,0.002844439387663311
shy,16,0.002844439387663311
writes,16,0.002844439387663311
admitting,16,0.002844439387663311
desires,16,0.002844439387663311
confess,16,0.002844439387663311
politeness,16,0.002844439387663311
greeted,16,0.002844439387663311
konovnitsyn,15,0.002666661925934354
invasion,15,0.002666661925934354
balashevs,15,0.002666661925934354
limit,15,0.002666661925934354
anisya,15,0.002666661925934354
mistress,15,0.002666661925934354
stalls,15,0.002666661925934354
diverse,15,0.002666661925934354
ways,15,0.002666661925934354
customary,15,0.002666661925934354
fever,15,0.002666661925934354
m,15,0.002666661925934354
sunday,15,0.002666661925934354
purity,15,0.002666661925934354
cruelty,15,0.002666661925934354
theodore,15,0.002666661925934354
rye,15,0.002666661925934354
perish,15,0.002666661925934354
ship,15,0.002666661925934354
standards,15,0.002666661925934354
vast,15,0.002666661925934354
loves,15,0.002666661925934354
questioning,15,0.002666661925934354
sergey,15,0.002666661925934354
dinners,15,0.002666661925934354
shadows,15,0.002666661925934354
heroic,15,0.002666661925934354
feverish,15,0.002666661925934354
hesitation,15,0.002666661925934354
vainly,15,0.002666661925934354
caps,15,0.002666661925934354
welcomed,15,0.002666661925934354
actual,15,0.002666661925934354
hit,15,0.002666661925934354
pictured,15,0.002666661925934354
wattle,15,0.002666661925934354
honest,15,0.002666661925934354
wooden,15,0.002666661925934354
ends,15,0.002666661925934354
murats,15,0.002666661925934354
dearest,15,0.002666661925934354
observe,15,0.002666661925934354
shop,15,0.002666661925934354
guest,15,0.002666661925934354
jealous,15,0.002666661925934354
joking,15,0.002666661925934354
remote,15,0.002666661925934354
attempt,15,0.002666661925934354
eighth,15,0.002666661925934354
foreseen,15,0.002666661925934354
simultaneously,15,0.002666661925934354
shouldnt,15,0.002666661925934354
chin,15,0.002666661925934354
merged,15,0.002666661925934354
gleamed,15,0.002666661925934354
forests,15,0.002666661925934354
pardon,15,0.002666661925934354
catching,15,0.002666661925934354
purple,15,0.002666661925934354
surrendered,15,0.002666661925934354
stretched,15,0.002666661925934354
danube,15,0.002666661925934354
drummer,15,0.002666661925934354
blind,15,0.002666661925934354
companies,15,0.002666661925934354
meadow,15,0.002666661925934354
folded,15,0.002666661925934354
surroundings,15,0.002666661925934354
twitched,15,0.002666661925934354
reproached,15,0.002666661925934354
intellect,15,0.002666661925934354
recent,15,0.002666661925934354
pretending,15,0.002666661925934354
original,15,0.002666661925934354
officials,15,0.002666661925934354
reproachfully,15,0.002666661925934354
golden,15,0.002666661925934354
forms,15,0.002666661925934354
terribly,15,0.002666661925934354
intimacy,15,0.002666661925934354
parted,15,0.002666661925934354
wiped,15,0.002666661925934354
exercise,15,0.002666661925934354
jaw,15,0.002666661925934354
firmness,15,0.002666661925934354
wax,15,0.002666661925934354
twitching,15,0.002666661925934354
sudden,15,0.002666661925934354
consolation,15,0.002666661925934354
discussion,15,0.002666661925934354
extremely,15,0.002666661925934354
medicine,15,0.002666661925934354
perspiring,15,0.002666661925934354
somewhat,15,0.002666661925934354
stretching,15,0.002666661925934354
deeper,15,0.002666661925934354
dmitrievnas,15,0.002666661925934354
3,15,0.002666661925934354
un,15,0.002666661925934354
enjoyment,15,0.002666661925934354
ate,15,0.002666661925934354
civilian,15,0.002666661925934354
pathetic,15,0.002666661925934354
lowering,15,0.002666661925934354
orlov,15,0.002666661925934354
ruble,15,0.002666661925934354
possibly,15,0.002666661925934354
flower,15,0.002666661925934354
lessons,15,0.002666661925934354
disturbed,15,0.002666661925934354
eyed,15,0.002666661925934354
boys,15,0.002666661925934354
slightest,15,0.002666661925934354
congratulate,15,0.002666661925934354
scared,15,0.002666661925934354
older,15,0.002666661925934354
awkwardly,15,0.002666661925934354
intentions,15,0.002666661925934354
reflections,15,0.002666661925934354
vain,15,0.002666661925934354
quivered,15,0.002666661925934354
tells,15,0.002666661925934354
ironically,15,0.002666661925934354
finds,15,0.002666661925934354
tutor,15,0.002666661925934354
rubbing,15,0.002666661925934354
fixedly,15,0.002666661925934354
grave,15,0.002666661925934354
liberty,15,0.002666661925934354
shows,15,0.002666661925934354
polite,15,0.002666661925934354
pretended,15,0.002666661925934354
belonging,15,0.002666661925934354
appeal,15,0.002666661925934354
continuing,15,0.002666661925934354
distorted,15,0.002666661925934354
positions,15,0.002666661925934354
unnecessary,15,0.002666661925934354
rested,15,0.002666661925934354
magnanimity,15,0.002666661925934354
treat,15,0.002666661925934354
dismay,15,0.002666661925934354
burden,15,0.002666661925934354
brightened,15,0.002666661925934354
prevented,15,0.002666661925934354
wrinkles,15,0.002666661925934354
gratitude,15,0.002666661925934354
secure,15,0.002666661925934354
cup,15,0.002666661925934354
adored,15,0.002666661925934354
perform,15,0.002666661925934354
abandonment,14,0.002488884464205397
cutting,14,0.002488884464205397
paulucci,14,0.002488884464205397
escort,14,0.002488884464205397
cattle,14,0.002488884464205397
turkey,14,0.002488884464205397
natalie,14,0.002488884464205397
resulted,14,0.002488884464205397
realm,14,0.002488884464205397
process,14,0.002488884464205397
stores,14,0.002488884464205397
surrender,14,0.002488884464205397
becomes,14,0.002488884464205397
sacred,14,0.002488884464205397
souls,14,0.002488884464205397
wisdom,14,0.002488884464205397
dealt,14,0.002488884464205397
mystery,14,0.002488884464205397
eve,14,0.002488884464205397
leaders,14,0.002488884464205397
bind,14,0.002488884464205397
region,14,0.002488884464205397
attributed,14,0.002488884464205397
mistakes,14,0.002488884464205397
moonlight,14,0.002488884464205397
ridiculous,14,0.002488884464205397
passions,14,0.002488884464205397
quarrel,14,0.002488884464205397
crime,14,0.002488884464205397
anatoles,14,0.002488884464205397
bouriennes,14,0.002488884464205397
avenue,14,0.002488884464205397
unpleasantly,14,0.002488884464205397
kuzmich,14,0.002488884464205397
lover,14,0.002488884464205397
barrier,14,0.002488884464205397
belong,14,0.002488884464205397
irresistible,14,0.002488884464205397
storm,14,0.002488884464205397
commencement,14,0.002488884464205397
bleeding,14,0.002488884464205397
wheel,14,0.002488884464205397
straining,14,0.002488884464205397
grabern,14,0.002488884464205397
ammunition,14,0.002488884464205397
dispute,14,0.002488884464205397
peaceful,14,0.002488884464205397
roll,14,0.002488884464205397
noticeable,14,0.002488884464205397
orderlies,14,0.002488884464205397
detachments,14,0.002488884464205397
proof,14,0.002488884464205397
dealing,14,0.002488884464205397
pleasantly,14,0.002488884464205397
impressions,14,0.002488884464205397
krems,14,0.002488884464205397
bullet,14,0.002488884464205397
stretchers,14,0.002488884464205397
sabers,14,0.002488884464205397
rewards,14,0.002488884464205397
flowed,14,0.002488884464205397
shaggy,14,0.002488884464205397
harder,14,0.002488884464205397
bayonets,14,0.002488884464205397
batteries,14,0.002488884464205397
bridges,14,0.002488884464205397
newcomer,14,0.002488884464205397
bogdanich,14,0.002488884464205397
sold,14,0.002488884464205397
waving,14,0.002488884464205397
allies,14,0.002488884464205397
jest,14,0.002488884464205397
irritated,14,0.002488884464205397
disliked,14,0.002488884464205397
await,14,0.002488884464205397
francis,14,0.002488884464205397
leader,14,0.002488884464205397
singers,14,0.002488884464205397
tight,14,0.002488884464205397
greatcoat,14,0.002488884464205397
personage,14,0.002488884464205397
relating,14,0.002488884464205397
commissariat,14,0.002488884464205397
roofs,14,0.002488884464205397
braunau,14,0.002488884464205397
packing,14,0.002488884464205397
sensation,14,0.002488884464205397
individual,14,0.002488884464205397
contemptuous,14,0.002488884464205397
dreamed,14,0.002488884464205397
wedding,14,0.002488884464205397
chances,14,0.002488884464205397
talks,14,0.002488884464205397
flung,14,0.002488884464205397
page,14,0.002488884464205397
stooping,14,0.002488884464205397
resist,14,0.002488884464205397
